Name,Tm,smiles,Cation,Anion,reference
1-(4-ethoxy-4-oxobutyl)-1-methylpyrrolidinium bromide,346.1,CCOC(=O)CCC[N+]1(C)CCCC1.[Br-],CCOC(=O)CCC[N+]1(C)CCCC1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-diethyl-5-methylimidazolium trifluoromethanesulfonate",308.2704403,CCn1c[n+](CC)cc1C.O=S(=O)([O-])C(F)(F)F,CCn1c[n+](CC)cc1C,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-(methoxymethyl)-3-methylimidazolium chloride,340.0,COCn1cc[n+](C)c1.[Cl-],COCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
N-butyl-4-methylpyridinium tosylate,324.86,CCCC[n+]1ccc(C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1ccc(C)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dimethyl-4-methylimidazolium bis(trifluoromethylsulfonyl)imide",251.0,Cc1cn(C)c[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1cn(C)c[n+]1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,299.1,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
butylammonium formate,275.1,CCCC[NH3+].O=C[O-],CCCC[NH3+],O=C[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-isopropyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,289.0,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)n1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
N-methyl-N-butyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,255.15,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N,N,N-triheptylheptan-1-aminium perchlorate",399.15,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[O-][Cl+3]([O-])([O-])[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-octylquinolinium bis[(trifluoromethyl)sulfonyl]imide,321.3,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1cccc2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Butyl-3-methylimidazolium pentafluoroethyltrifluoroborate,231.1889973,CCCCn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Ethyl-3-methylimidazolium tricyanomethanide,263.0153846,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,CCn1cc[n+](C)c1,N#C[C-](C#N)C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"3-[2-(3,4-dichlorophenyl)-2-oxoethyl]-1-methylimidazolium bromide",456.65,Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1.[Br-],Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-dodecyl-4-methyl-1h-1,2,4-triazol-4-ium bis((trifluoromethyl)sulfonyl)amide",293.0,CCCCCCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1c[n+](C)cn1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
n-methyl-n-butylmorpholinium tetrafluoroborate,339.0,CCCC[N+]1(C)CCOCC1.F[B-](F)(F)F,CCCC[N+]1(C)CCOCC1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-tridecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,308.0,CCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1-butyl-4-methylpyridinium 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate",343.1,CCCC[n+]1ccc(C)cc1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
dimethyl-propyl-butylammonium tricyanomethanide,280.0,CCCC[N+](C)(C)CCC.N#C[C-](C#N)C#N,CCCC[N+](C)(C)CCC,N#C[C-](C#N)C#N,"Molecules 2021, 26(9), 2454"
" 3-butyl-1-(2,4-difluorophenyl)-2-methyl-1H-imidazol-3-ium bromide",424.15,"CCCC[n+]1ccn(-c2ccc(F)cc2F)c1C,[Br-]",CCCC[n+]1ccn(-c2ccc(F)cc2F)c1C,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
"1,3-Dibutylbenzotriazolium bromide",361.0556622,CCCCn1n[n+](CCCC)c2ccccc21.[Br-],CCCCn1n[n+](CCCC)c2ccccc21,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium bromide,350.0,CCn1cc[n+](C)c1.[Br-],CCn1cc[n+](C)c1,[Br-],"Molecules 2021, 26(9), 2454"
"1-phenyl-3,5-dimethyl-2-propylpyrazolium tetrafluoroborate",353.1,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,CCCn1c(C)cc(C)[n+]1-c1ccccc1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",357.1,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,[O-][Cl+3]([O-])([O-])[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-dodecyl-3-methyl-1h-imidazolium bis(trifluoromethylsulfonyl)amide,296.0,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-ethyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.1,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-Diethylimidazolium bis((trifluoromethyl) sulfonyl)imide",287.2854077,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"Trimethylpropylammonium 2,2,2-trifluoro-N- (trifluoromethylsulfonyl)acetamide",283.2334242,CCC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Butyl-3-methylimidazolium trifluoromethanesulfonate,289.4976303,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium tetrafluoroborate,286.1,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-amino-1,2,4-triazolium perchlorate",364.0,N[n+]1cnc[nH]1.[O-][Cl+3]([O-])([O-])[O-],N[n+]1cnc[nH]1,[O-][Cl+3]([O-])([O-])[O-],"Molecules 2021, 26(9), 2454"
"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",281.1,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
triethyldodecylphosphonium bis((trifluoromethyl)sulfonyl)imide,286.0,CCCCCCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-(2-methoxyethyl)-3-methylimidazolium  bis((trifluoromethyl)sulfonyl)imide,233.0,COCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium ethyl sulfate,236.3,CCn1cc[n+](C)c1.CCOS(=O)(=O)[O-],CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N,N,N-trimethyl-N-(2-methoxyethyl)ammonium tetrafluoroborate",327.0712909,COCC[N+](C)(C)C.F[B-](F)(F)F,COCC[N+](C)(C)C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
cholinium perfluorobutanesulfonate,436.0,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
triethyl-hexylammonium tosylate,382.0,CCCCCC[N+](CC)(CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[N+](CC)(CC)CC,Cc1ccc(S(=O)(=O)[O-])cc1,"Molecules 2021, 26(9), 2454"
1-methyl-3-octadecylimidazolium tetrafluoroborate,339.1,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-Methyl-3-(1,1,2,2-tetrafluoroethyl) imidazolium bis((trifluoromethyl)sulfonyl)imide",314.2094663,Cn1cc[n+](C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](C(F)(F)C(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
3-triethylammoniopropanesulfonic acid hydrosulfate,264.0,CC[N+](CC)(CC)CCCS(=O)(=O)O.O=S(=O)([O-])O,CC[N+](CC)(CC)CCCS(=O)(=O)O,O=S(=O)([O-])O,"Molecules 2021, 26(9), 2454"
3-butyl-1-(2-methylphenyl)-1H-imidazolium bromide,309.15,"CCCC[n+]1ccn(-c2ccccc2C)c1,[Br-]",CCCC[n+]1ccn(-c2ccccc2C)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
"trimethyl-allylammonium 2,2,2-trifluoro-n-(trifluoromethylsulfonyl)acetamide",270.0,C=CC[N+](C)(C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CC[N+](C)(C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-dodecyl-3-methylimidazolium tetrafluoroborate,307.0,CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
"tri-methylsulfonium 2,2,2-trifluoro-n- (trifluoromethylsulfonyl)acetamide",305.0,C[S+](C)C.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[S+](C)C,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
Tributyl-hexylammonium Tosylate,323.034915,CCCCCC[N+](CCCC)(CCCC)CCCC.Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[N+](CCCC)(CCCC)CCCC,Cc1ccc(S(=O)(=O)[O-])cc1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-(3-cyano-propyl)-3-(2-cyano-ethyl)imidazolium bromide,424.0,N#CCCCn1cc[n+](CCC#N)c1.[Br-],N#CCCCn1cc[n+](CCC#N)c1,[Br-],"Molecules 2021, 26(9), 2454"
1-(1-decyloxymethyl)-3-(1-butoxy methyl)imidazolium tetrafluoroborate,289.15,CCCCCCCCCCOCn1cc[n+](COCCCC)c1.F[B-](F)(F)F,CCCCCCCCCCOCn1cc[n+](COCCCC)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dimethylimidazolium methylsulfate",308.9,Cn1cc[n+](C)c1.COS(=O)(=O)[O-],Cn1cc[n+](C)c1,COS(=O)(=O)[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"tetrapentylammonium 2,2,2-trifluoro-n-(trifluoromethylsulfonyl)acetamide",289.0,CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
5-ethyl-2-methyl-1-octylpyridinium dicyanamide,326.1,CCCCCCCC[n+]1cc(CC)ccc1C.N#C[N-]C#N,CCCCCCCC[n+]1cc(CC)ccc1C,N#C[N-]C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Ethyl-3-methylimidazolium tetrafluoroborate,285.4320988,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
butyltriisoamylammonium tetraphenylborate,536.6,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
n-methyl-n-propylpiperidinium bis((trifluoromethyl)sulfonyl)imide,282.0,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
trimethylpropylammonium bis((trifluoromethyl)sulfonyl)imide,290.0,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-ethyl-3-methylimidazolium nonafluorobutylsulfonate,301.15,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Butyl-3-methylimidazolium chloride,338.1881882,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-ethyl-3-methylimidazolium 2,2,3,3,4,4,5,5-octafluoropentyl sulfate",257.0,CCn1cc[n+](C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,"Molecules 2021, 26(9), 2454"
1-octadecyl-3-methylimidazolium bis(trifluoromethane)sulfonimide,318.0,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-Ethyl-3-methylimidazolium trifluoroacetate,259.2596249,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=C([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,263.0,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
"N,N,N-triethyl-N-(2-methoxyethyl)ammonium pentafluoroethyltrifluoroborate",276.073501,CC[N+](CC)(CC)CCOC.F[B-](F)(F)C(F)(F)C(F)(F)F,CC[N+](CC)(CC)CCOC,F[B-](F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"n-(cyanomethyl)-n,n,n-triethylammonium bromide",465.0,CC[N+](CC)(CC)CC#N.[Br-],CC[N+](CC)(CC)CC#N,[Br-],"Molecules 2021, 26(9), 2454"
tetrabutylammonium bis[(trifluoromethyl)sulfonyl]imide,363.0,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"3,5-dimethyl-1-octylpyridinium iodide",355.1,CCCCCCCC[n+]1cc(C)cc(C)c1.[I-],CCCCCCCC[n+]1cc(C)cc(C)c1,[I-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium tetrafluoroborate,287.1,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N,N-diethyl-N-methyl-N-(n-butyl)ammonium trifluoromethyltrifluoroborate",270.2169982,CCCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,CCCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
3-methylbutylammonium formate,320.0,CC(C)CC[NH3+].O=C[O-],CC(C)CC[NH3+],O=C[O-],"Molecules 2021, 26(9), 2454"
1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,279.1,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"n,n-diethyl-n-methylbutan-1-aminium bis((trifluoromethyl)sulfonyl)amide",282.0,CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
tetraethylammonium n-(trifluoromethylsulfonyl)pentafluoroethylsulfonamide,342.0,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
methyltriphenylphosphonium bromide,502.15,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
triphenyl-p-phenoxyphenylphosphonium bistriflimide,375.3,"c1ccc(Oc2ccc([P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F",c1ccc(Oc2ccc([P+](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-ethyl-3-methylimidazolium chloride,350.42,CCn1cc[n+](C)c1.[Cl-],CCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N,N,N-trimetyl-N-butanesulfonic acid ammonium hydrogen sulfate",262.1146617,CCCCS(=O)(=O)O[N+](C)(C)C.O=S(=O)([O-])O,CCCCS(=O)(=O)O[N+](C)(C)C,O=S(=O)([O-])O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Ethylimidazolium bromide,333.218842,CCn1cc[nH+]c1.[Br-],CCn1cc[nH+]c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butylpyridinium tetrafluoroborate,279.79,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Ethyl-3-methylimidazolium tetrafluoroborate,279.0714949,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrabutylammonium phenyltrifluoroborate,345.95,"CCCC[N+](CCCC)(CCCC)CCCC,F[B-](F)(F)c1ccccc1",CCCC[N+](CCCC)(CCCC)CCCC,F[B-](F)(F)c1ccccc1,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
hexyltrimethylphosphonium n-(trifluoromethylsulfonyl)pentafluoroethylsulfonamide,313.0,CCCCCC[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CCCCCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
N-methyl-N-butyl-pyrrolidinium (heptafluoro-n-propyl)trifluoroborate,326.2724393,CCCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-methyl-3-(2,2,2-trifluoroethyl)-imidazolium bis((trifluoromethyl)sulfonyl)imide",251.2,Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CC(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tri-methylsulfonium bis((trifluoromethyl) sulfonyl)imide,318.0,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[S+](C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"N,N,N-trioctyl-N-methylammonium Tosylate",351.165524,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,Cc1ccc(S(=O)(=O)[O-])cc1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N-phenyl-N,N,N-trimethylammonium trifluoromethanesulfonate",356.0095238,C[N+](C)(C)c1ccccc1.O=S(=O)([O-])C(F)(F)F,C[N+](C)(C)c1ccccc1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide,257.0,CC(C)Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,257.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-methylimidazolium nitrate,343.6,Cn1cc[nH+]c1.O=S(=O)([O-])O,Cn1cc[nH+]c1,O=S(=O)([O-])O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"N,N-diethyl-N-methylpropan-1-aminium trifluoro(trifluoromethyl)borate",368.1,CCC[N+](C)(CC)CC.F[B-](F)(F)C(F)(F)F,CCC[N+](C)(CC)CC,F[B-](F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium methyl sulfate,269.1,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],CCCCn1cc[n+](C)c1,COS(=O)(=O)[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-benzyl-2-ethylimidazolium chloride,444.15,CCC1=NC=C[NH+]1Cc1ccccc1.[Cl-],CCC1=NC=C[NH+]1Cc1ccccc1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
