Name,Tm,smiles,Cation,Anion,reference
1-trifluoroethyl-3-methylimidazolium  bis((trifluoromethyl)sulfonyl)imide,233.0,C[n+]1ccn(CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CC(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tri-tert-butyl(pentadecyl)phosphonium tetrafluoroborate,403.15,"CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F",CCCCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,F[B-](F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-Tetradecyl-3-methylimidazolium trifluoromethanesulfonate,323.0230011,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-isopropyl-3-methylimidazolium bromide,352.1,CC(C)n1cc[n+](C)c1.[Br-],CC(C)n1cc[n+](C)c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrapropylammonium bis[(trifluoromethyl)sulfonyl]imide,378.1,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](CCC)(CCC)CCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,2-dimethylimidazolium bromide",449.0,Cc1[nH+]ccn1C.[Br-],Cc1[nH+]ccn1C,[Br-],"Molecules 2021, 26(9), 2454"
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,262.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-amyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,264.0,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butylpyridinium bromide,378.1,CCCC[n+]1ccccc1.[Br-],CCCC[n+]1ccccc1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium trifluoromethanesulfonate,290.0,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,274.9,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,CCn1cc[n+](C)c1,N#C[C-](C#N)C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
Diethyldipentylammonium iodine,367.782471,[I+].[Br-],[I+],[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
Trimethylethylammonium bis((trifluoromethyl) sulfonyl)imide,378.1490105,CC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
3-[2-(3-methyloxylphenyl)-2-oxoethyl]-1-isopropylimidazolium bromide,451.15,COc1cccc(C(=O)C[n+]2ccn(C(C)C)c2)c1.[Br-],COc1cccc(C(=O)C[n+]2ccn(C(C)C)c2)c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"triethylheptylammonium 1,2,3-triazolide",356.0,CCCCCCC[N+](CC)(CC)CC.[c-]1c[nH]nn1,CCCCCCC[N+](CC)(CC)CC,[c-]1c[nH]nn1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-ethyl-2,3-dimethylimidazolium bromide",414.0,CCn1cc[n+](C)c1C.[Br-],CCn1cc[n+](C)c1C,[Br-],"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium chloride,340.0,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium dicyanamide",334.1,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,N#C[N-]C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
trimethylammonium dihydrogen phosphate,389.0,C[NH+](C)C.O=P([O-])(O)O,C[NH+](C)C,O=P([O-])(O)O,"Molecules 2021, 26(9), 2454"
butyltriethylammonium bromide,490.1,CCCC[N+](CC)(CC)CC.[Br-],CCCC[N+](CC)(CC)CC,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dimethylimidazolium chloride",399.4,Cn1cc[n+](C)c1.[Cl-],Cn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",216.2,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,4,5-Trimethyl-3-trifluoromethyl- 1,2,4-triazolium tetrafluoroborate",403.2364729,Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,Cc1n(C)c(C(F)(F)F)n[n+]1C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tri-ethylsulfonium bis((trifluoromethyl)sulfonyl)imide,259.0,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-Tetradecyl-3-methylimidazolium bromide,327.2901921,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],CCCCCCCCCCCCCCn1cc[n+](C)c1,[Br-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Decyl-3-methylimidazolium chloride,311.314554,CCCCCCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCCCCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-allyl-3-methylimidazolium chloride,325.1,C=CCn1cc[n+](C)c1.[Cl-],C=CCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
2-hydroxyethanaminium tetrafluoroborate,306.76,[NH3+]CCO.F[B-](F)(F)F,[NH3+]CCO,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
n-ethyl-n-methylmorpholinium bromide,446.0,CC[N+]1(C)CCOCC1.[Br-],CC[N+]1(C)CCOCC1,[Br-],"Molecules 2021, 26(9), 2454"
"1,3-dimethylimidazolium trifluoroacetate",325.0,Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,Cn1cc[n+](C)c1,O=C([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-methyl-1-propylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide,279.6,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"n-(2-hydroxyethyl)-n,n-dimethylhexan-1-aminium bromide",356.0,CCCCCC[N+](C)(C)CCO.[Br-],CCCCCC[N+](C)(C)CCO,[Br-],"Molecules 2021, 26(9), 2454"
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,262.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,258.1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-ethyl-3-methylimidazolium 2,2,2-trifluoro-n-(trifluoromethylsulfonyl)acetamide",276.0,CCn1cc[n+](C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1,3-dimethylimidazolium trifluoromethanesulfonate",312.0,Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-tridecyl-3-methylimidazolium tetrafluoroborate,322.0,CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,277.78,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tetrapropylammonium chloride,502.4,CCC[N+](CCC)(CCC)CCC.[Cl-],CCC[N+](CCC)(CCC)CCC,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-benzyl-3-methylimidazolium tetrafluoroborate,350.0,C[n+]1ccn(Cc2ccccc2)c1.F[B-](F)(F)F,C[n+]1ccn(Cc2ccccc2)c1,F[B-](F)(F)F,"Molecules 2021, 26(9), 2454"
"1,3-dibenzylimidazolium tosylate",387.0,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,"Molecules 2021, 26(9), 2454"
1-ethyl-2-methylimidazolium chloride,451.0,CCn1cc[nH+]c1C.[Cl-],CCn1cc[nH+]c1C,[Cl-],"Molecules 2021, 26(9), 2454"
" 3-butyl-1-(2,4-dimethylphenyl)-1H-imidazolium bromide",357.15,"CCCC[n+]1ccn(-c2ccc(C)cc2C)c1,[Br-]",CCCC[n+]1ccn(-c2ccc(C)cc2C)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,259.1,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-dodecylpyridinium N-cyclohexylsulfamate,388.45,CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,CCCCCCCCCCCC[n+]1ccccc1,O=S(=O)([O-])NC1CCCCC1,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",310.1496726,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,CCCCn1cc[n+](C)c1C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Methylimidazolium nitrate,343.0254042,Cn1cc[nH+]c1.O=S(=O)([O-])O,Cn1cc[nH+]c1,O=S(=O)([O-])O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium tetrafluoroborate,288.0,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,257.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,278.0,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1-methyl-3-(2,2,2-trifluoroethyl)-imidazolium bis((trifluoromethyl)sulfonyl)imide",251.0,Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CC(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
"1,2-Dimethyl-3-ethylimidazolium bis ((trifluoromethyl)sulfonyl)imide",300.1754386,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-(2-hydroxyethyl)-3-methylimidazolium acetate,330.1,C[n+]1ccn(CCO)c1.CC(=O)[O-],C[n+]1ccn(CCO)c1,CC(=O)[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-decyl-3-methylpyridinium chloride,348.7,CCCCCCCCCC[n+]1cccc(C)c1.[Cl-],CCCCCCCCCC[n+]1cccc(C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-octadecyl-3-methylimidazolium chloride,326.0,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
1-methylimidazolium nitrate,343.0,Cn1cc[nH+]c1.O=S(=O)([O-])O,Cn1cc[nH+]c1,O=S(=O)([O-])O,"Molecules 2021, 26(9), 2454"
triethylpentylphosphonium bis(fluorosulfonyl)amide,239.5,"CCCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F",CCCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
pentylammonium formate,285.0,CCCCC[NH3+].O=C[O-],CCCCC[NH3+],O=C[O-],"Molecules 2021, 26(9), 2454"
"1-butyl-2,3-dimethylimidazolium chloride",365.89,CCCCn1cc[n+](C)c1C.[Cl-],CCCCn1cc[n+](C)c1C,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,290.1,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F,CCC[NH+](C)CCC,O=S(=O)([O-])C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,256.1,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Isobutyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,233.1518876,CC(C)Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"4-amino-1,5-dimethyl-1H-tetrazolium perchlorate",324.1,Cc1n(N)nn[n+]1C.[O-][Cl+3]([O-])([O-])[O-],Cc1n(N)nn[n+]1C,[O-][Cl+3]([O-])([O-])[O-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,270.1,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tri-tert-butyl(tridecyl)phosphonium bromide,345.15,"CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-]",CCCCCCCCCCCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-butyl-3-methylimidazolium chloride,340.0,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
1-(2-hydroxyethyl)-3-methyl-1h-imidazolium chloride,359.0,C[n+]1ccn(CCO)c1.[Cl-],C[n+]1ccn(CCO)c1,[Cl-],"Molecules 2021, 26(9), 2454"
(2-decanoyloxyethyl)dimethylpentyloxymethylammonium trifluoroacetate,280.0,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC.O=C([O-])C(F)(F)F,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC,O=C([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
(buten-1-yl)triethylphosphonium bis(trifluoromethylsulfonyl)imide,322.0,CCC=C[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC=C[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
2-methylbutylammonium formate,272.0,CCC(C)C[NH3+].O=C[O-],CCC(C)C[NH3+],O=C[O-],"Molecules 2021, 26(9), 2454"
meta-Fluorophenyltriphenyl Phosphonium bistriflimide,380.3,"Fc1cccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F",Fc1cccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
ortho-Fluorophenyltriphenyl Phosphonium bistriflimide,401.7,"Fc1ccccc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F",Fc1ccccc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
N-methyl-N-hexyl-pyrrolidinium dicyanoamide,262.1809524,CCCCCC[N+]1(C)CCCC1.N#C[N-]C#N,CCCCCC[N+]1(C)CCCC1,N#C[N-]C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Decyl-3-methylimidazolium tetrafluoroborate,269.0379278,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
triethylbutylphosphonium bis((trifluoromethyl)sulfonyl)imide,328.2372506,CCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
dimethyl-ethyl-propylammonium bis(trifluoromethane)sulfonimide,259.0,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
" 1-(2,4-dimethylphenyl)-3-undecylimidazolium bromide",349.15,"CCCCCCCCCCC[n+]1ccn(-c2ccc(C)cc2C)c1,[Br-]",CCCCCCCCCCC[n+]1ccn(-c2ccc(C)cc2C)c1,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-butyl-3-methylpyridinium chloride,366.1,CCCC[n+]1cccc(C)c1.[Cl-],CCCC[n+]1cccc(C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
tripentyl-tetradecylammonium bromide,336.0,CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC,[Br-],"Molecules 2021, 26(9), 2454"
1-benzyl-2-ethylimidazolium chloride,444.0,CCC1=NC=C[NH+]1Cc1ccccc1.[Cl-],CCC1=NC=C[NH+]1Cc1ccccc1,[Cl-],"Molecules 2021, 26(9), 2454"
1-ethylimidazolium perchlorate,294.0,CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],CCn1cc[nH+]c1,[O-][Cl+3]([O-])([O-])[O-],"Molecules 2021, 26(9), 2454"
" 1-(2,4-difluorophenyl)-3-hexyl-2-propyl-1H-imidazol-3-ium bromide",387.15,"CCCCCC[n+]1ccn(-c2ccc(F)cc2F)c1CCC,[Br-]",CCCCCC[n+]1ccn(-c2ccc(F)cc2F)c1CCC,[Br-],"Z. Dai et al., Melting points of ionic liquids: Review and evaluation, Green Energy and Environment"
1-butyl-3-methylimidazolium trifluoromethanesulfonate,286.0,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-(2-methoxyethyl)-3-methylimidazolium chloride,340.1,COCCn1cc[n+](C)c1.[Cl-],COCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-Butyl-3-methylimidazolium dicyanamide,267.1070615,CCCCn1cc[n+](C)c1.N#C[N-]C#N,CCCCn1cc[n+](C)c1,N#C[N-]C#N,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,266.4,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-methyl-3-octylimidazolium chloride,285.0,CCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCCCCC[n+]1ccn(C)c1,[Cl-],"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium iodide,201.0,CCCCn1cc[n+](C)c1.[I-],CCCCn1cc[n+](C)c1,[I-],"Molecules 2021, 26(9), 2454"
cholinium perfluorobutanesulfonate,436.0,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium chloride,340.1,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
trimethylammonium dihydrogen phosphate,389.1,C[NH+](C)C.O=P([O-])(O)O,C[NH+](C)C,O=P([O-])(O)O,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-decylpyridinium bis(trifluoromethylsulfonyl)imide,274.0,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
1-butyl-2-methylpyridinium tetrafluoroborate,301.3,CCCC[n+]1ccccc1C.F[B-](F)(F)F,CCCC[n+]1ccccc1C,F[B-](F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1-heptanaminium, N-heptyl-N,N-dihexyl- iodide",373.15,CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[I-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC,[I-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
N-methyl-N-butyl-pyrrolidinium bis(trifluoromethylsulfonyl)imide,251.5,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dibenzyl-1h-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",315.0,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,271.0,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Molecules 2021, 26(9), 2454"
1-hexyl-3-methylpyridinium chloride,353.0,CCCCCC[n+]1cccc(C)c1.[Cl-],CCCCCC[n+]1cccc(C)c1,[Cl-],"Ind. Eng. Chem. Res. 2022, 61, 13, 4683�4706"
"1,3-dibenzylimidazolium trifluoromethanesulfonate",347.0,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1.O=S(=O)([O-])C(F)(F)F,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=S(=O)([O-])C(F)(F)F,"Molecules 2021, 26(9), 2454"
