T,P,vis,SMILES,Cation,Anion
303.15,101.325,-3.248304636,CCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCCCCCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
303.15,110.0,-2.111964733,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F
348.15,101.3,-4.017383521,C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCO)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.23,30260.0,-3.411247718,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
363.0,100.0,-4.733003557,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
343.15,101.325,-2.583622623,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,CCn1cc[n+](C)c1,Cc1ccc(S(=O)(=O)[O-])cc1
353.15,101.0,-4.577555019,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,101.325,1.105918864,C[N+](C)(C)CCO.NCCC(=O)[O-],C[N+](C)(C)CCO,NCCC(=O)[O-]
318.15,101.325,-4.09234656,CCCn1cc[n+](C)c1.O=C([O-])O,CCCn1cc[n+](C)c1,O=C([O-])O
298.15,100.0,-2.446224543,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
335.85,101.325,-2.845589615,C=CC[N+](C)(C)CC[n+]1ccn(C=C)c1.N#CN=C=[N-].N#CN=C=[N-],C=CC[N+](C)(C)CC[n+]1ccn(C=C)c1,N#CN=C=[N-]
293.15,101.325,-2.080241862,CCCCCn1cc[n+](C)c1.N#C[S-],CCCCCn1cc[n+](C)c1,N#C[S-]
308.2,101.325,-2.673648774,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
323.15,257800.0,-2.210005912,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,101.325,-1.709258248,CCCCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],CCCCCCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
338.15,20500.0,-4.585367559,CCCC[n+]1cccc(C)c1.N#CNC#N,CCCC[n+]1cccc(C)c1,N#CNC#N
333.15,100.0,-3.044922518,CCCC[N+](C)(CCCC)CCCC.N#CN=C=[N-],CCCC[N+](C)(CCCC)CCCC,N#CN=C=[N-]
336.57,101.325,-2.475748712,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
318.15,101.325,-3.759301918,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,CCCCn1cc[n+](C)c1,O=C([O-])C(F)(F)F
303.15,49800.0,-0.74865989,CC(=O)[O-].CCCCn1cc[n+](C)c1,CCCCn1cc[n+](C)c1,CC(=O)[O-]
353.15,10370.0,-3.571985703,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
423.1,101.325,-5.591347045,CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,CCC[NH+](CC)CC,O=S(=O)([O-])C(F)(F)F
338.15,101.325,-2.977892355,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
328.15,100.0,-5.099466508,CCCC(=O)[O-].OCC[NH2+]c1ccccc1,OCC[NH2+]c1ccccc1,CCCC(=O)[O-]
298.15,101.325,-1.764338874,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
358.15,100.0,-4.374852431,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
317.0,101.325,-4.761823996,CCn1cc[n+](C)c1.N#CN=C=[N-],CCn1cc[n+](C)c1,N#CN=C=[N-]
313.15,970.0,-2.545931352,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
293.15,100.0,2.867898902,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,CCCC[P+](CCCC)(CCCC)CCCC,O=S(=O)([O-])CC(O)CNC1CCCCC1
358.29,10120.0,-4.676666188,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
293.15,101.325,1.914566898,CCCCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCn1cc[n+](CCC#N)c1,O=S(=O)([O-])C(F)(F)F
338.15,101.0,-2.463928243,CC[NH+]1C=CN(C)C1.O=C([O-])C1CCCN1,CC[NH+]1C=CN(C)C1,O=C([O-])C1CCCN1
323.15,64900.0,-2.861201381,CCC[n+]1ccccc1.F[B-](F)(F)F,CCC[n+]1ccccc1,F[B-](F)(F)F
313.15,101.325,-0.544727175,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
303.15,101.325,-1.789761467,CCCCCCn1cc[n+](C)c1.[N-]=C=C1C=CC=N1,CCCCCCn1cc[n+](C)c1,[N-]=C=C1C=CC=N1
353.15,101.325,-3.877621579,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCOS(=O)(=O)[O-]
303.15,101.325,-2.150722744,CCCCn1cc[n+](C)c1.N#CS[Zn-2](SC#N)(SC#N)SC#N,CCCCn1cc[n+](C)c1,N#CS[Zn-2](SC#N)(SC#N)SC#N
313.15,101.0,-3.368246282,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
278.15,101.325,-0.767870727,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
273.0,101.0,-3.081290162,CC[NH+]1C=CN(C)C1.O=S(=O)(F)[N-]S(=O)(=O)F,CC[NH+]1C=CN(C)C1,O=S(=O)(F)[N-]S(=O)(=O)F
348.15,59500.0,-3.824470108,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.0,-3.335409641,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
354.48,101.325,-3.146555163,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
363.0,101.325,-4.509860006,CCCC[n+]1ccn(C)c1.N#C[Au-]C#N,CCCC[n+]1ccn(C)c1,N#C[Au-]C#N
343.15,101.325,-3.855642672,CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCc1cccc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,140600.0,-2.073857163,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.0,101.325,-2.029889763,CCCC[n+]1ccccc1.F[B-](F)(F)c1ccccc1,CCCC[n+]1ccccc1,F[B-](F)(F)c1ccccc1
348.15,151400.0,-2.552329326,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
358.29,5180.0,-4.706096105,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
271.0,100.0,-0.906340401,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
293.15,100.0,-1.846426871,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,101.325,-3.927644386,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
348.15,151000.0,-3.081290162,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.0,101.325,-2.26336438,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,100.0,-2.889572078,CCCC[N+](C)(C)CCO.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)CCO,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
348.15,374900.0,-1.537117251,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,101.325,-0.697155202,CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,29910.0,-1.958995389,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCCCCCC[n+]1cccc(C)c1,F[B-](F)(F)F
363.15,101.325,-2.253794929,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-]
298.15,101.325,-3.153556359,CCCn1cc[n+](C)c1.O=C([O-])O,CCCn1cc[n+](C)c1,O=C([O-])O
318.15,101.325,-3.194183212,CCCCn1cc[n+](C)c1.N#CS[Hg-2](SC#N)(SC#N)SC#N,CCCCn1cc[n+](C)c1,N#CS[Hg-2](SC#N)(SC#N)SC#N
333.5,101.325,-2.854232711,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
317.65,101.325,-3.363901597,Cc1cccc[n+]1C.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1cccc[n+]1C,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,101.325,-3.553474817,CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.325,-2.575707014,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cccc(C#N)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
363.3,101.325,-3.750754858,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
298.15,101.325,-2.736192502,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,101.325,-1.666008264,CC[P+](CC)(CC)COCCOC.Cc1nc([N+](=O)[O-])c[n-]1,CC[P+](CC)(CC)COCCOC,Cc1nc([N+](=O)[O-])c[n-]1
323.15,101.325,-3.619353391,CCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCn1cc[n+](C)c1,F[B-](F)(F)F
343.15,101.325,-2.803460386,C=C([NH3+])[NH2+]CCCCCCCC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,C=C([NH3+])[NH2+]CCCCCCCC,O=S(=O)([O-])C(F)(F)F
303.15,25000.0,-1.723446829,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F
303.15,101.0,-1.963259787,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)F
323.15,100.0,-4.067507908,CCCCCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCCCCCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
318.0,101.325,-3.603435972,C=CC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,83.0,-2.80016549,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
376.68,101.325,-3.821268642,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
288.15,101.325,-2.051048467,CCn1cc[n+](C)c1.COS(=O)(=O)[O-],CCn1cc[n+](C)c1,COS(=O)(=O)[O-]
348.15,101.325,-2.970064527,Cn1cc[n+](CCCCCCO)c1.[Cl-],Cn1cc[n+](CCCCCCO)c1,[Cl-]
363.2,101.325,-1.974001029,Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,Cc1ccc(S(=O)(=O)[O-])cc1,Cc1ccc(S(=O)(=O)[O-])cc1
338.5,101.0,-4.605170186,C=CCn1cc[n+](CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CCn1cc[n+](CCOC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,100.0,-4.645992181,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,27030.0,-1.795767491,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
313.15,101.325,-2.120263536,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cnc[n-]1,CCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cnc[n-]1
348.15,150400.0,-2.168928708,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
328.15,100.0,-3.283414346,CCCC[N+](C)(C)CCO.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(C)CCO,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
303.133,101.325,-2.281802554,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,CC[n+]1cccc(C)c1,CCOS(=O)(=O)[O-]
308.15,97.6,1.458615023,CCCCCCCCn1cc[n+](C)c1.[Cl-],CCCCCCCCn1cc[n+](C)c1,[Cl-]
363.15,100.0,-5.564890476,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
363.15,101.0,-4.547845119,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
298.15,101.325,-0.606969484,CCCCCC[NH+]1C=CN(C)C1.O=[N+]([O-])[O-],CCCCCC[NH+]1C=CN(C)C1,O=[N+]([O-])[O-]
323.1,2.0,-2.577021939,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
303.15,101.325,-2.475748712,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,CC[N+](C)(CC)CCOC,F[B-](F)(F)C(F)(F)F
298.15,101.325,-1.207311706,CCCC(=O)[O-].C[NH2+]CCO,C[NH2+]CCO,CCCC(=O)[O-]
348.15,225500.0,-2.622790357,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
308.0,101.325,-2.845589615,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.3,-4.391269216,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,101.3,-2.472187877,C[n+]1ccn(CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCO)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,101.325,2.624668592,CCCCCCCCn1cc[n+](CCC#N)c1.[Cl-],CCCCCCCCn1cc[n+](CCC#N)c1,[Cl-]
338.15,101.325,-1.973281346,CCCCCCCCn1cc[n+](C)c1.[I-],CCCCCCCCn1cc[n+](C)c1,[I-]
348.15,101.325,-4.080441657,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)F
333.15,101.325,-3.705008836,CCCCn1cc[n+](C)c1.[O-]c1ccccc1,CCCCn1cc[n+](C)c1,[O-]c1ccccc1
290.15,101.325,-0.661648514,CCCC(=O)[O-].C[NH2+]CCO,C[NH2+]CCO,CCCC(=O)[O-]
348.15,101.325,-3.320631734,N#CCCn1cc[n+](Cc2ccccc2)c1.N#C[S-],N#CCCn1cc[n+](Cc2ccccc2)c1,N#C[S-]
328.15,101.325,-2.430418465,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[c-]1c[nH]nn1,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[c-]1c[nH]nn1
318.15,100.0,-1.74869998,CCCCCCCC[P+](CC)(CC)CC.Cc1nc([N+](=O)[O-])c[n-]1,CCCCCCCC[P+](CC)(CC)CC,Cc1nc([N+](=O)[O-])c[n-]1
293.0,101.325,-3.593569274,CC[N+]1(C)CCCC1.N#CN=C=[N-],CC[N+]1(C)CCCC1,N#CN=C=[N-]
323.15,19600.0,-3.455864783,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
393.1,101.325,-3.473768074,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-]
323.0,101.325,-3.894674367,CCCC[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[NH+]1CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.15,15000.0,-4.358310108,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,101.325,0.416075287,COCCOCCn1cc[n+](C)c1.[Cl-],COCCOCCn1cc[n+](C)c1,[Cl-]
318.2,101.325,-2.391416307,CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC(=O)[O-]
358.15,101.325,-4.14143617,C[n+]1ccn(CCCC#N)c1.N#CNC#N,C[n+]1ccn(CCCC#N)c1,N#CNC#N
343.15,100000.0,-2.606396547,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,COCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,64150.0,-1.021651248,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCCCCCC[n+]1cccc(C)c1,F[B-](F)(F)F
304.62,101.325,-0.796287939,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
293.15,100.0,0.116893751,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,34600.0,-3.657380787,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.0,-2.407945609,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
288.15,101.325,-3.637046305,CC[NH+]1C=CN(C)C1.O=S(=O)(F)[N-]S(=O)(=O)F,CC[NH+]1C=CN(C)C1,O=S(=O)(F)[N-]S(=O)(=O)F
303.0,101.325,-1.546463113,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CNC#N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#CNC#N
343.15,150000.0,-1.737271284,CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1C,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.15,101.325,-2.317698731,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1cccc2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
368.15,101.0,-4.819601797,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,29280.0,-2.18036746,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
363.15,101.325,-3.773783961,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
308.15,101.325,-2.421368629,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
298.15,101.325,-0.117658043,CCCCCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](C)c1,CCCCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
293.0,101.325,-1.402423743,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
323.15,100.0,-4.033061334,Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.15,101.325,-1.963972292,CCCCCC(=O)[O-].C[N+](C)(C)CCO,C[N+](C)(C)CCO,CCCCCC(=O)[O-]
306.15,100.0,-2.835656326,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
305.45,101.325,-1.682008605,CCCC(=O)[O-].C[NH2+]CCO,C[NH2+]CCO,CCCC(=O)[O-]
323.15,35600.0,-3.53358657,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,96.7,-3.04913305,CC(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CC(=O)[O-]
303.0,101.325,-2.748872196,CCCCCC[n+]1ccccc1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccccc1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
313.1,101.325,-2.958436489,CC(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CC(=O)[O-]
