T,P,vis,SMILES,Cation,Anion
283.15,101.325,-1.934475771,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.325,-4.601178165,CCCn1cc[n+](C)c1.O=P([O-])(O)O,CCCn1cc[n+](C)c1,O=P([O-])(O)O
333.15,90.0,-2.790345444,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCCCCCC[n+]1cccc(C)c1,F[B-](F)(F)F
353.15,101.325,-4.439655748,CC(=O)[O-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1,CC(=O)[O-]
293.15,101.325,2.210031111,COS(=O)(=O)O.C[n+]1ccn(Cc2ccccc2)c1,C[n+]1ccn(Cc2ccccc2)c1,C[n+]1ccn(Cc2ccccc2)c1
313.15,100.0,-4.397343339,CCn1cc[n+](C)c1.Cl[Al](Cl)Cl.[Cl-],CCn1cc[n+](C)c1,Cl[Al](Cl)Cl
278.15,101.325,0.887891257,CCCCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
353.2,100.0,-4.721704002,CCCCCCCCn1cc[n+](C)c1.N#CC(=C=[N-])C#N,CCCCCCCCn1cc[n+](C)c1,N#CC(=C=[N-])C#N
343.15,25000.0,-3.803168601,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
290.17,100.0,-2.14814874,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
330.0,101.325,-1.897119985,C=CCn1cc[n+](C)c1.[Cl-],C=CCn1cc[n+](C)c1,[Cl-]
412.24,100.0,-5.328776574,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
313.15,101.325,0.390013004,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
298.15,101.325,-2.168928708,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,101.325,-1.294627173,C=C([NH3+])[NH2+]CC(CC)CCCC.O=C([O-])C(F)(F)F,C=C([NH3+])[NH2+]CC(CC)CCCC,O=C([O-])C(F)(F)F
347.81,101.325,-2.924342277,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
363.15,330900.0,-1.989966535,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
353.15,101.0,-3.159663965,CCCCn1cc[n+](C)c1C.[N-]=[N+]=[N-],CCCCn1cc[n+](C)c1C,[N-]=[N+]=[N-]
298.22,30240.0,-2.873514641,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
298.1,101.325,-2.592937394,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,101.325,-2.113618993,CCCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCc1cccc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
264.05,101.325,-2.22192719,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
303.15,101.325,-3.37669991,CCn1cc[n+](C)c1.F[B-](F)(F)F,CCn1cc[n+](C)c1,F[B-](F)(F)F
308.15,101.325,-2.659260037,CCCC[S+]1CCCCC1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[S+]1CCCCC1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,101.325,-3.417326764,F[B-](F)(F)F.[NH3+]CCO,[NH3+]CCO,F[B-](F)(F)F
323.0,101.325,-3.81217767,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,64730.0,0.055434707,CCCC[n+]1ccccc1.F[B-](F)(F)F,CCCC[n+]1ccccc1,F[B-](F)(F)F
293.15,100.0,-3.81217767,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N
323.15,101.325,-2.780620894,CCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1
298.15,10000.0,-0.884307686,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
343.15,101.0,-3.938366981,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
333.15,101.325,-2.645075402,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[c-]1c[nH]nn1,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[c-]1c[nH]nn1
298.15,100.0,-0.606969484,CCCCCC[NH+]1C=CN(C)C1.O=[N+]([O-])[O-],CCCCCC[NH+]1C=CN(C)C1,O=[N+]([O-])[O-]
308.163,101.325,-2.536410493,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,CC[n+]1cccc(C)c1,CCOS(=O)(=O)[O-]
288.15,101.325,-0.839329691,CCC(=O)[O-].CNCCO,CNCCO,CCC(=O)[O-]
363.15,101.325,-3.645436896,CCCCn1cc[n+](C)c1.[I-],CCCCn1cc[n+](C)c1,[I-]
323.15,100.0,-0.641314032,CC(N)C(=O)[O-].C[n+]1ccn(CCO)c1,C[n+]1ccn(CCO)c1,CC(N)C(=O)[O-]
313.143,101.325,-2.975929646,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCOS(=O)(=O)[O-]
323.15,69300.0,-3.480240589,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
288.15,101.325,-1.944910649,CCCCCC[S+]=C(N(C)C)N(C)C.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[S+]=C(N(C)C)N(C)C,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-3.803168601,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
283.15,101.325,0.020782539,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)C(F)(F)F
328.15,100.0,-4.066923967,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.24,10760.0,-3.557851192,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1,O=S(=O)([O-])C(F)(F)F
303.15,100.0,0.608133806,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#CNC#N,C[N+](C)(C)CCC[N+]1(C)CCCCC1,N#CNC#N
348.15,100.0,-1.62964062,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,CCCC[P+](CCCC)(CCCC)CCCC,O=S(=O)([O-])CC(O)CN1CCOCC1
303.15,101.0,-0.030459207,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
292.0,101.325,0.096945206,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
303.0,101.325,-2.821778966,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
382.9,101.325,-3.464137181,CCCCn1cc[n+](C)c1.[Cl-],CCCCn1cc[n+](C)c1,[Cl-]
318.15,101.325,-2.727997839,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
323.15,100000.0,-1.075872802,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
283.15,9890.0,-0.450985623,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,CCCC[n+]1cccc(C)c1,F[B-](F)(F)F
297.45,100.0,-2.513306124,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
307.8,101.325,-0.042907501,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
333.15,101.325,-3.116770602,CCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,101.325,0.306013029,CC(=O)NC(CC(C)C)C(=O)[O-].CCC[N+]1(C)CCOCC1,CCC[N+]1(C)CCOCC1,CC(=O)NC(CC(C)C)C(=O)[O-]
303.15,100.0,-1.692819521,CC(=O)[O-].CC[N+]1(C)CCCC1,CC[N+]1(C)CCCC1,CC(=O)[O-]
288.15,101.325,-0.343899752,Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+](CC#N)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,226000.0,-1.889151815,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.0,101.325,-4.206394066,CCCC[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[NH+]1CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.0,100.0,-1.224175512,CCCC[P+](CCCC)(CCCC)CSC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[P+](CCCC)(CCCC)CSC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
358.15,101.325,-4.011843341,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCOS(=O)(=O)[O-]
293.15,101.3,-2.419118909,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.325,-2.248096908,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,101.325,-2.764620553,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
320.63,101.325,-2.893175685,CCCCCCP(=O)([O-])[O-].CCCCCC[N+]1(C)CCOCC1,CCCCCC[N+]1(C)CCOCC1,CCCCCCP(=O)([O-])[O-]
274.96,100.0,-1.200645014,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
333.15,101.325,-6.54659043,CC(=O)[O-].C[NH+]1CCCC1=O,C[NH+]1CCCC1=O,CC(=O)[O-]
343.15,100.0,-3.9633163,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,C[n+]1ccn(CCO)c1,F[B-](F)(F)F
363.15,101.325,-5.330324163,CCCCn1cc[n+](C)c1.N#CC(C#N)C#N,CCCCn1cc[n+](C)c1,N#CC(C#N)C#N
338.15,101.0,-4.272992874,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.35,101.325,-2.371935171,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,100.0,-1.422958345,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.0,101.325,-3.083471188,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.325,-3.776618368,CCCC[n+]1cccc(C)c1.O=C([O-])O,CCCC[n+]1cccc(C)c1,O=C([O-])O
283.15,101.325,0.256887757,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC(=O)[O-]
458.1,101.325,-4.729600264,CCCC[n+]1ccccc1.[Cl-],CCCC[n+]1ccccc1,[Cl-]
323.15,20240.0,-2.952672784,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,CCCC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F
323.15,101.325,-3.378457895,CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
305.65,101.325,-2.528231775,CCC[n+]1ccccc1.F[B-](F)(F)F,CCC[n+]1ccccc1,F[B-](F)(F)F
313.15,101.3,-2.247150386,CCCCCCCC[n+]1ccccc1.F[B-](F)(F)F,CCCCCCCC[n+]1ccccc1,F[B-](F)(F)F
333.15,101.325,-3.833674039,CCCCCC(=O)[O-].N#CCC[NH+]1C=CN=C1,N#CCC[NH+]1C=CN=C1,CCCCCC(=O)[O-]
373.15,101.325,-3.606746625,Cn1ccnc1.O=S(=O)(O)O,O=S(=O)(O)O,O=S(=O)(O)O
338.15,101.325,-3.700547259,CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCc1cccc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,100.0,-2.513306124,CCCCCCCC(=O)[O-].CN(C)C(N)=[N+](C)C,CN(C)C(N)=[N+](C)C,CCCCCCCC(=O)[O-]
338.15,101.325,-4.060523014,CC(C)Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,101.325,-3.787595427,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCCCC[N+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F
313.15,101.325,-1.49209942,CCCCn1cc[n+](C)c1.COP(=O)(O)OC,CCCCn1cc[n+](C)c1,COP(=O)(O)OC
353.15,101.325,-3.442019376,C=C([NH3+])[NH2+]CCCCCC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,C=C([NH3+])[NH2+]CCCCCC,O=S(=O)([O-])C(F)(F)F
353.15,100.0,-4.540319214,CCCCn1cc[n+](C)c1.N#C[S-],CCCCn1cc[n+](C)c1,N#C[S-]
333.0,101.325,-0.439668429,COc1ccc(-[n+]2c(C)cc(C)n2C)cc1.CS(=O)(=O)[O-],COc1ccc(-[n+]2c(C)cc(C)n2C)cc1,CS(=O)(=O)[O-]
313.15,150000.0,0.226338442,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
323.15,101.325,-2.002480501,CCCCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,CCn1cc[n+](C)c1,CCCCCCCCOS(=O)(=O)[O-]
338.15,101.325,-2.093540466,CCCCCCCCC=CCCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)[O-]
338.15,101.325,-6.234810806,CCCCCC(=O)[O-].C[NH+]1CCCC1=O,C[NH+]1CCCC1=O,CCCCCC(=O)[O-]
283.15,100.0,0.19062036,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#CNC#N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#CNC#N
333.2,20000.0,-2.87528612,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
323.0,101.325,-1.47840965,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],CCCCn1cc[n+](C)c1,COCCOCCOS(=O)(=O)[O-]
313.15,101.325,-3.516608233,COCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
348.15,101.325,-5.378876874,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,CC[NH+]1C=CN(C)C1,N#CC(=C=[N-])C#N
458.1,101.325,-4.884884089,CCCC[n+]1ccccc1.[Br-],CCCC[n+]1ccccc1,[Br-]
293.15,101.325,-1.255266099,CCCC[n+]1ccn(Cc2ccc(C)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccn(Cc2ccc(C)cc2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
283.15,100.0,-2.733368009,CC[P+](CC)(CC)COCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[P+](CC)(CC)COCCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,101.325,-3.80541327,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,CCCCn1cc[n+](C)c1,O=C([O-])C(F)(F)F
333.15,100.0,-3.608221551,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
338.2,101.325,-2.772588722,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCC(=O)[O-]
298.15,150300.0,0.69064405,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
293.15,101.325,-2.223773913,CC(=O)[O-].N#CCC[NH+]1C=CN=C1,N#CCC[NH+]1C=CN=C1,CC(=O)[O-]
318.15,101.325,-0.872273846,CC(=O)NC(C)C(=O)[O-].CCC[N+]1(C)CCOCC1,CCC[N+]1(C)CCOCC1,CC(=O)NC(C)C(=O)[O-]
323.0,101.325,-3.398152023,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,5000.0,-3.709082161,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCn1cc[n+](C)c1,F[B-](F)(F)F
358.35,101.325,-4.109864374,CCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
328.0,101.325,-4.099558129,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,101.325,-1.606941032,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Br-]
333.15,40300.0,-3.421910423,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
314.28,101.325,-1.370421012,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
323.15,25000.0,-2.354931573,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
338.15,101.325,-1.756199294,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)O)cc1,CC(C)C[P+](C)(CC(C)C)CC(C)C,Cc1ccc(S(=O)(=O)O)cc1
308.13,101.325,-2.979858924,CCCCCCCCP(=O)([O-])[O-].CCCCCCCC[N+]1(C)CCCC1,CCCCCCCC[N+]1(C)CCCC1,CCCCCCCCP(=O)([O-])[O-]
328.15,101.325,-3.305796297,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],CCCCn1cc[n+](C)c1,O=[N+]([O-])[O-]
333.15,101.325,-2.525728644,CCCCCCCC[P+](CC)(CC)CC.Cc1nc([N+](=O)[O-])c[n-]1,CCCCCCCC[P+](CC)(CC)CC,Cc1nc([N+](=O)[O-])c[n-]1
298.15,101.325,-0.404965233,CCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,CCCCCCCC[N+]1(C)CCOCC1,N#C[N-]C#N
363.15,101.325,-3.593569274,CCCC[P+](CCCC)(CCCC)CCCC.NCCCCC(N)C(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC,NCCCCC(N)C(=O)[O-]
313.15,101.325,-2.48530673,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,101.0,-2.032557956,CCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.15,101.325,2.045108863,CCCCCCn1cc[n+](CCC#N)c1.[Cl-],CCCCCCn1cc[n+](CCC#N)c1,[Cl-]
313.15,101.325,-3.036554268,CC(=O)[O-].CCCC[N+]1(C)CCCC1,CCCC[N+]1(C)CCCC1,CC(=O)[O-]
328.15,100.0,-3.317591798,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,CC(C)CCn1c[n+](CCCCS(=O)(=O)O)cn1,O=S(=O)([O-])C(F)(F)F
303.15,101.325,-0.673344553,C[n+]1ccn(CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[n+]1ccn(CCO)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
358.15,101.325,-3.173663482,CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
328.15,101.3,-4.949069938,CCn1cc[n+](C)c1.N#CN=C=[N-],CCn1cc[n+](C)c1,N#CN=C=[N-]
